"ID","AGE","HOME","HINC","GENDER","MEDAGE","MEDPPH","MEDHVAL","MEDINC","MEDEDUC","NUMPROM","NUMPRM12","RAMNTALL","NGIFTALL","MAXRAMNT","LASTGIFT","TDON","RFA_96"
93327,76,1,2,"F",42,123,874,287,127,28,12,40,4,10,10,19.0000000000001,"A3E"
93332,51,1,6,"M",42,201,568,375,120,48,12,84,5,20,20,23.0000000000001,"A1F"
93340,80,1,2,"M",49,151,473,289,120,67,15,132,8,25,25,19.0000000000001,"A1G"
93344,67,1,4,"F",42,220,634,335,120,35,13,69,7,15,15,17.0000000000001,"S3F"
93345,48,1,6,"M",41,215,268,176,120,55,15,98,15,10,10,16.0000000000001,"A4E"
93348,56,1,1,"F",34,252,1107,201,120,23,10,30,2,20,20,20.0000000000001,"A1F"
93351,80,1,2,"M",39,177,406,341,120,52,13,75,11,12,12,19.0000000000001,"S2E"
93352,40,1,7,"M",44,247,2556,1002,160,52,11,67,4,25,25,24,"A1G"
93353,73,1,5,"F",40,140,581,171,134,78,9,335,15,35,35,15,"S2G"
93354,77,1,5,"M",43,182,254,213,120,43,13,65,4,25,25,18,"A1G"
93355,44,1,3,"F",48,152,303,112,120,54,9,95,9,15,15,24,"A1F"
93360,47,1,1,"F",40,143,641,249,120,54,13,78,8,15,15,18,"A1F"
93365,30,1,3,"F",42,186,555,298,120,18,12,21,2,15,6,17.0000000000001,"N2F"
93372,54,NA,NA,"M",43,165,2169,631,157,43,9,46,4,15,15,24,"A1F"
93374,47,1,5,"M",43,175,491,220,120,57,5,105,15,15,10,25.0000000000001,"A1E"
93378,39,1,5,"M",41,187,642,316,120,62,13,117,9,20,10,20.0000000000001,"A2F"
93383,80,1,2,"F",42,261,895,495,140,71,13,120,10,15,15,18,"A1F"
93385,70,1,3,"M",39,199,391,226,120,52,13,98,12,13,10,20.0000000000001,"S4E"
93386,32,1,5,"M",43,162,900,356,140,16,7,18,1,18,18,25.0000000000001,"N1F"
93387,70,NA,NA,"F",65,131,1846,626,160,17,12,40,2,25,25,15,"N1F"
93388,56,1,4,"M",41,204,450,222,120,14,11,23,1,23,23,16.0000000000001,"F1F"
93392,51,1,3,"J",38,238,831,403,120,53,13,120,7,21,21,19.0000000000001,"A2F"
93394,48,1,4,"F",41,140,946,308,136,15,10,25,1,25,25,23.0000000000001,"N1G"
93399,45,1,4,"U",37,270,504,147,114,71,9,440,12,50,50,21,"A1G"
93401,79,1,6,"M",56,164,620,214,120,74,13,106,22,5,5,18,"S4D"
93404,66,1,5,"F",46,174,543,239,120,54,10,87,9,19,19,26.0000000000001,"A2F"
93407,76,1,2,"M",43,204,348,166,120,79,13,289,36,14,14,20.0000000000001,"S2E"
93408,39,1,5,"F",54,177,722,426,140,59,13,141,9,25,25,17.0000000000001,"A1G"
93410,55,1,2,"M",36,190,544,225,120,23,12,30,2,20,20,16.0000000000001,"A1F"
93411,55,1,5,"F",49,181,843,355,146,27,11,39,3,17,17,23.0000000000001,"A2F"
93412,61,NA,NA,"F",46,147,1173,295,120,36,10,97,10,13,11,20.0000000000001,"A3E"
93416,58,NA,NA,"M",43,181,491,224,120,56,13,87,9,20,20,20.0000000000001,"A1F"
93417,93,1,7,"M",47,218,5074,1068,160,16,8,15,1,15,15,24,"N1F"
93440,56,0,5,"F",37,92,1875,314,160,38,9,36,3,16,16,26.0000000000001,"A1F"
93441,37,1,5,"F",36,240,627,285,120,25,13,36,4,11,10,18,"A3E"
93445,62,1,6,"M",42,225,878,411,128,39,15,140,9,25,20,15,"A4G"
93446,87,1,1,"F",62,144,870,279,120,55,13,75,13,10,10,17.0000000000001,"S2E"
93450,72,1,4,"M",52,238,797,225,116,60,12,139,27,7,5,22.0000000000001,"S4D"
93452,57,1,5,"F",40,227,637,325,120,13,10,15,1,15,15,17.0000000000001,"F1F"
93456,78,1,7,"F",41,167,3697,677,147,21,10,35,2,20,20,18,"A1F"
93457,56,1,4,"M",34,133,483,180,120,15,10,15,1,15,15,19.0000000000001,"F1F"
93461,35,1,2,"F",39,259,699,311,120,22,10,40,2,20,20,19.0000000000001,"A1F"
93464,50,1,5,"M",42,196,815,270,120,54,28,127,9,20,20,11.0000000000001,"A3F"
93469,51,0,6,"M",44,208,3780,1107,160,67,10,86,24,8,8,18,"S3D"
93474,49,NA,NA,"F",52,161,640,241,120,23,18,30,2,25,0,9,"F1G"
93475,74,1,6,"M",46,165,748,276,120,60,12,92,9,16,16,16.0000000000001,"A1F"
93476,28,1,2,"F",39,227,718,374,120,57,13,95,11,15,10,19.0000000000001,"S3E"
93478,82,NA,NA,NA,39,68,0,192,140,68,12,176,19,12,10,17.0000000000001,"A1E"
93479,51,1,3,"F",44,160,1002,231,120,13,11,15,1,15,15,16.0000000000001,"F1F"
93480,88,0,1,"M",36,149,386,185,120,39,7,95,13,15,12,21,"S2E"
93481,54,1,6,"F",42,157,419,296,123,49,14,90,13,10,8,18,"A4E"
93482,58,1,5,"F",41,196,677,247,120,79,15,264,33,50,50,17.0000000000001,"S3G"
93484,58,1,5,"M",40,181,494,211,120,29,12,84,7,15,13,21,"S3F"
93490,57,1,4,"F",38,239,1231,376,120,57,13,161,8,25,25,23.0000000000001,"A2G"
93492,62,1,3,"F",42,142,343,186,120,22,12,60,3,20,20,15,"N3F"
93496,56,NA,NA,"F",32,176,919,311,127,63,13,179,11,40,30,17.0000000000001,"A1G"
93499,91,1,1,"F",44,194,993,333,120,78,12,224,23,20,20,15,"L4E"
93505,76,1,1,"M",51,135,858,303,120,65,15,163,12,25,22,17.0000000000001,"S2G"
93506,50,1,5,"F",74,99,1000,219,135,22,10,30,2,20,20,21,"A1F"
93508,81,1,5,"M",48,152,1035,366,148,81,16,172,11,25,25,15,"A1G"
93509,34,1,5,"F",49,224,1360,553,120,21,10,35,2,20,20,18,"A1F"
93510,77,0,2,"F",37,190,608,260,120,69,10,331,29,20,12,26.0000000000001,"A1E"
93518,46,1,5,"F",35,197,2253,353,120,69,12,213,22,20,13,15,"S2F"
93519,47,1,5,"M",36,195,486,231,120,58,12,93,16,9,7,21,"S4D"
93520,35,NA,NA,"F",41,210,457,319,120,15,10,20,1,20,20,19.0000000000001,"F1F"
93522,70,1,3,"F",48,186,3331,640,140,70,11,126,27,10,9,19.0000000000001,"S3D"
93523,54,1,5,"F",45,188,2389,454,135,34,13,61,6,21,9,15,"A2F"
93525,59,1,4,"M",39,160,710,225,141,24,12,30,2,15,15,19.0000000000001,"A1F"
93534,87,1,4,"U",45,148,649,359,140,53,8,125,21,10,9,19.0000000000001,"S3D"
93536,57,0,4,"M",30,137,1010,273,130,36,13,89,5,20,20,25.0000000000001,"A1F"
93537,76,0,1,"F",52,84,670,170,120,55,10,62,6,15,15,18,"A1F"
93538,84,1,2,"F",63,156,962,311,120,45,11,41,10,5,4,15,"A4D"
93540,74,0,7,"F",53,156,639,266,132,45,14,71,5,25,25,15,"L2F"
93542,66,0,4,"M",55,151,835,336,129,37,14,55,12,5,5,17.0000000000001,"S4D"
93546,91,1,1,"F",41,175,528,320,140,80,13,132,39,6,3,15,"S4D"
93548,45,1,5,"F",46,231,943,483,156,13,11,28,1,28,28,17.0000000000001,"F1G"
93551,76,0,1,"F",40,246,668,361,120,60,13,130,12,25,25,17.0000000000001,"A1G"
93552,73,1,7,"M",28,122,5000,377,160,52,34,106,9,25,25,6,"A3F"
93554,57,1,4,"F",47,181,811,436,160,43,12,75,3,25,25,23.0000000000001,"A1G"
93557,67,0,5,"F",32,227,717,316,129,30,13,67,5,15,15,22.0000000000001,"A3F"
93560,76,NA,NA,"F",40,117,454,253,120,66,13,137,12,22,20,18,"A1F"
93562,82,1,1,"M",38,212,453,223,120,63,20,110,11,15,15,6,"A3E"
93566,78,1,3,"M",40,198,898,383,132,52,11,51,15,6,6,17.0000000000001,"S3D"
93578,38,0,4,"M",44,197,1473,608,160,60,13,76,9,15,15,18,"A1F"
93580,86,NA,NA,"F",36,180,1313,509,144,118,26,526,33,35,12,17.0000000000001,"A1F"
93582,58,1,5,"M",37,127,879,352,160,15,10,25,1,25,25,23.0000000000001,"N1G"
93583,94,0,1,"M",40,184,2180,390,130,68,11,245,11,41,26,26.0000000000001,"A1G"
93586,53,1,3,"M",36,262,692,410,120,53,15,114,7,30,30,16.0000000000001,"A1G"
93589,80,NA,NA,"F",45,102,1079,305,135,43,8,137,8,25,25,16.0000000000001,"A1G"
93596,40,1,3,"M",29,116,1781,358,160,13,11,20,1,20,20,16.0000000000001,"F1F"
93598,75,0,4,"M",67,136,1131,339,132,68,13,83,14,10,10,17.0000000000001,"S2E"
93603,48,NA,NA,"F",43,185,2875,680,143,41,14,70,6,15,15,16.0000000000001,"A2F"
93611,86,1,1,"F",44,175,661,213,120,71,9,84,26,5,5,15,"S2D"
93614,72,NA,NA,"M",37,195,941,359,160,55,13,108,14,11,11,17.0000000000001,"S3E"
93617,47,1,4,"M",43,181,494,221,120,65,13,99,10,20,20,16.0000000000001,"A1F"
93619,71,NA,NA,"F",33,211,294,268,125,69,12,129,27,10,5,16.0000000000001,"S4D"
93622,78,1,7,"F",54,160,1363,338,131,55,11,135,5,45,45,26.0000000000001,"A1G"
93624,67,NA,NA,"F",41,187,678,294,120,41,9,33,4,15,15,24,"A1F"
93626,84,1,5,"F",43,199,312,103,113,65,13,147,15,15,15,17.0000000000001,"A2F"
93632,91,NA,NA,"M",27,74,583,121,120,29,6,30,10,5,3,17.0000000000001,"S4D"
93633,52,1,4,"F",35,180,1030,337,140,16,8,15,1,15,15,24,"N1F"
93637,59,0,3,"F",40,192,279,163,119,73,13,109,14,12,12,16.0000000000001,"S2E"
93646,81,1,4,"F",64,140,3417,763,139,114,38,279,19,25,25,4.00000000000011,"S2G"
93647,68,0,1,"F",73,59,269,73,120,24,12,35,3,20,20,15,"A1F"
93651,75,1,3,"M",36,253,1441,426,120,34,13,97,5,25,20,16.0000000000001,"A3F"
93653,42,1,6,"F",32,278,718,484,140,36,11,41,3,25,25,25.0000000000001,"A1G"
93655,74,1,5,"F",40,276,1060,483,140,41,7,135,6,25,25,15,"S2G"
93656,54,0,5,"F",43,229,1005,505,136,70,10,178,13,21,12,25.0000000000001,"A1E"
93657,74,1,6,"M",42,224,725,483,140,68,12,182,14,49,14,20.0000000000001,"A1E"
93660,54,0,6,"M",57,137,2109,591,142,63,13,225,9,25,25,21,"A2G"
93663,53,1,7,"M",37,226,501,275,120,57,13,123,14,15,15,17.0000000000001,"A4F"
93666,69,1,4,"M",39,220,607,280,120,56,13,160,10,20,20,17.0000000000001,"A1F"
93668,43,1,5,"M",58,153,2552,869,141,45,12,136,5,35,31,24,"A1G"
93671,55,1,2,"M",48,168,772,395,120,29,6,83,9,15,12,21,"S3E"
93672,63,1,3,"M",33,151,459,233,120,56,12,122,11,25,17,25.0000000000001,"A1F"
93677,39,0,4,"F",45,197,883,482,120,71,15,112,12,16,16,16.0000000000001,"A1F"
93681,76,0,1,"M",36,240,520,264,120,12,10,20,1,20,20,19.0000000000001,"F1F"
93683,55,1,3,"M",51,160,226,206,120,65,12,67,17,8,5,19.0000000000001,"S3D"
93686,51,1,3,"F",37,145,489,266,120,24,12,35,3,15,15,21,"A2F"
93693,72,1,7,"F",41,156,2914,384,140,30,14,105,3,50,30,18,"A2G"
93698,79,1,4,"M",53,164,1427,380,136,27,12,50,4,20,20,19.0000000000001,"A3F"
93702,69,1,5,"F",39,238,767,524,120,62,13,127,10,20,17,20.0000000000001,"S2F"
93705,40,1,5,"F",43,257,1098,589,154,30,11,54,3,18,18,19.0000000000001,"A1F"
93706,34,0,5,"F",44,188,2417,598,152,23,12,36,3,20,20,19.0000000000001,"A2F"
93708,40,1,5,"F",45,134,867,199,120,43,15,215,11,30,25,16.0000000000001,"A4G"
93710,71,NA,NA,"F",37,302,1323,644,160,64,12,73,16,5,5,16.0000000000001,"S4D"
93719,51,0,1,"F",38,137,532,173,120,62,9,141.5,9,81.5,14,27,"A1E"
93720,49,NA,NA,"F",30,170,1018,363,128,23,10,40,2,20,20,24,"A1F"
93722,42,0,1,"F",46,191,416,116,120,12,10,15,1,15,15,16.0000000000001,"F1F"
93724,71,0,1,"F",43,122,446,176,120,61,14,154,12,28,25,16.0000000000001,"A2G"
93725,52,1,7,"M",48,186,1339,470,138,14,12,20,1,20,20,16.0000000000001,"F1F"
93730,66,0,4,"M",43,176,482,199,120,58,13,148,8,25,19,17.0000000000001,"A2F"
93734,42,0,5,"F",36,127,2894,294,140,75,13,128,21,10,10,15,"A1D"
93736,67,NA,NA,"F",40,228,623,393,140,81,10,257,26,15,10,24,"A1E"
93737,56,1,7,"F",57,162,1409,385,136,66,13,93,11,12,12,18,"S2E"
93740,69,0,5,"F",47,201,2154,678,160,39,12,41,7,7,5,19.0000000000001,"A4D"
93742,44,1,7,"M",40,149,3522,361,140,29,12,33,7,7,4,17.0000000000001,"A4D"
93745,89,1,4,"M",40,256,291,172,109,103,25,208,24,20,13,22.0000000000001,"S2F"
93762,84,0,1,"F",61,144,458,202,116,74,13,129,14,20,20,16.0000000000001,"A1F"
93766,61,1,4,"F",39,251,612,394,120,64,12,163,12,20,15,15,"S2F"
93769,68,1,5,"F",36,173,2561,294,120,22,10,26,2,16,16,23.0000000000001,"A1F"
93770,74,0,5,"F",62,137,708,199,120,82,14,516,31,30,20,25.0000000000001,"S2F"
93771,76,NA,NA,"M",37,178,776,389,129,75,9,98,19,10,10,24,"A1E"
93773,69,1,7,"F",50,187,1466,505,132,67,13,163,10,30,15,21,"A2G"
93775,28,0,5,"M",31,165,612,170,120,71,13,143,29,8,7,17.0000000000001,"S4D"
93780,43,1,3,"M",35,185,749,325,120,35,10,35,3,15,15,18,"A1F"
93781,83,0,1,"M",21,189,581,415,140,71,14,199,23,12,8,17.0000000000001,"S4E"
93787,42,1,5,"F",43,182,962,391,120,72,12,175,18,15,12,19.0000000000001,"A1E"
93788,78,1,5,"F",31,162,1504,362,135,77,11,200,26,10,10,21,"A1E"
93790,73,1,5,"F",38,231,1233,399,136,44,7,155,14,25,10,19.0000000000001,"A1E"
93793,65,1,5,"M",42,165,1799,324,120,44,14,74,6,20,15,16.0000000000001,"A2F"
93794,76,1,3,"M",42,179,978,439,159,13,8,15,1,15,15,21,"F1F"
93795,53,NA,NA,"F",55,176,209,208,120,22,11,24,3,15,15,19.0000000000001,"A2F"
93801,69,NA,NA,"F",49,179,5868,1012,160,36,12,39,4,15,15,22.0000000000001,"A1F"
93805,67,1,4,"F",45,160,463,214,120,21,11,28,2,15,15,18,"A1F"
93807,44,1,5,"F",40,177,544,192,128,14,12,50,1,50,50,16.0000000000001,"F1G"
93810,62,1,4,"F",40,188,629,332,120,50,12,59,6,20,20,22.0000000000001,"A1F"
93816,79,1,2,"F",42,197,163,107,106,65,11,155,19,10,10,25.0000000000001,"A1E"
93818,78,1,5,"F",47,175,631,263,120,38,12,51,6,11,10,23.0000000000001,"A3E"
93820,78,1,2,"F",45,182,922,254,120,62,11,80,18,7,5,15,"S2D"
93823,57,1,4,"M",35,221,611,310,132,89,22,150,14,20,10,20.0000000000001,"A1E"
93824,74,1,7,"M",61,152,1558,330,120,38,12,53,5,15,15,20.0000000000001,"A2F"
93830,56,1,2,"F",63,148,780,233,120,37,12,38,5,15,15,17.0000000000001,"A2F"
93831,80,NA,NA,"F",36,168,421,226,120,81,11,176,30,9,7,17.0000000000001,"S3D"
93832,78,1,5,"M",42,155,812,315,135,139,39,1006,45,31,25,14.0000000000001,"S3G"
93833,77,1,6,"M",45,120,2388,405,145,41,12,77,8,12,12,16.0000000000001,"A4E"
93836,74,1,4,"F",57,146,612,207,120,13,11,15,1,15,15,16.0000000000001,"F1F"
93839,49,1,3,"F",41,239,639,404,120,42,11,57,5,20,15,25.0000000000001,"A1F"
93840,70,NA,NA,"F",52,149,473,275,120,33,14,29,8,5,4,16.0000000000001,"A4D"
93846,50,1,1,"M",45,187,3409,654,160,23,10,25,2,15,15,17.0000000000001,"A1F"
93847,76,1,6,"M",39,221,541,270,120,49,7,134,11,25,15,19.0000000000001,"A1F"
93860,26,NA,NA,"F",37,245,1689,450,134,22,10,28,2,15,15,22.0000000000001,"A1F"
93861,74,1,7,"F",40,151,1771,449,160,60,7,178,14,19,19,18,"A1F"
93870,66,1,1,"F",41,189,288,105,118,37,13,119,5,28,28,20.0000000000001,"A2G"
93876,70,0,4,"M",36,188,784,299,130,45,10,70,4,20,20,18,"A1F"
93886,64,1,4,"M",38,219,1215,403,120,48,12,51,4,20,20,19.0000000000001,"A1F"
93888,88,1,1,"F",40,177,236,170,120,54,15,66,9,10,10,16.0000000000001,"A4E"
93889,26,0,2,"F",43,167,742,388,140,25,14,40,4,10,10,16.0000000000001,"A3E"
93890,69,1,2,"F",61,146,542,189,120,92,20,90.5,29,6,1,16.0000000000001,"S4D"
93891,49,1,4,"F",32,105,1418,415,160,50,13,62,12,7,5,16.0000000000001,"A4D"
93892,60,1,3,"M",33,174,530,215,120,63,12,125.07,14,16,10,18,"A1E"
93893,58,1,4,"M",46,171,388,159,120,73,9,146,16,12,10,26.0000000000001,"A1E"
93902,74,0,4,"F",39,271,965,477,122,83,13,190,34,15,8,20.0000000000001,"S4E"
93904,76,1,4,"M",54,169,1361,371,120,61,13,210,23,12,12,25.0000000000001,"A1E"
93906,55,1,6,"F",39,205,3374,737,151,55,12,107,9,15,15,23.0000000000001,"A1F"
93914,74,NA,NA,"F",32,221,2518,593,141,57,9,122,13,14,14,26.0000000000001,"A1E"
93915,35,0,4,"F",40,264,2726,455,160,24,12,35,2,20,20,17.0000000000001,"A1F"
93916,53,0,4,"M",45,169,451,278,123,29,9,30,2,20,20,26.0000000000001,"A1F"
93917,73,1,2,"F",47,171,541,312,140,71,12,210,14,21,17,22.0000000000001,"A1F"
93919,73,1,5,"F",39,190,1198,388,135,26,9,20,2,15,15,25.0000000000001,"A1F"
93922,83,1,3,"F",41,177,778,368,131,15,10,25,1,25,25,23.0000000000001,"N1G"
93923,47,1,6,"F",36,204,1345,446,140,35,12,57,4,20,20,22.0000000000001,"A1F"
93927,70,NA,5,"F",41,136,5000,501,154,96,32,249,16,27,15,7.00000000000011,"S2G"
93928,85,NA,NA,NA,38,86,5714,402,160,78,14,124,13,18,18,21,"A1F"
93929,41,1,4,"F",37,174,425,254,120,50,13,63,9,10,9,18,"A4E"
93931,52,NA,NA,"F",53,82,1417,219,120,86,18,255,37,20,10,15,"A1D"
93936,60,1,1,"F",42,191,943,406,124,21,10,25,2,20,20,18,"A1F"
93938,83,1,6,"M",43,248,930,521,151,14,11,20,2,15,5,15,"F1F"
93939,28,0,2,"F",37,120,1563,347,130,21,11,50,1,50,50,24,"N1G"
93940,84,0,1,"F",38,161,230,83,120,31,9,39,3,15,15,24,"A1F"
93942,44,0,2,"M",21,294,325,190,139,31,13,74,8,12,11,17.0000000000001,"S4E"
93944,66,1,6,"F",41,213,1304,565,140,14,10,20,1,20,20,20.0000000000001,"F1F"
93945,50,1,5,"F",43,213,928,434,139,21,13,25,2,20,20,16.0000000000001,"N2F"
93946,46,1,6,"M",36,252,2865,524,140,25,11,28,3,15,10,18,"A2F"
93948,84,1,1,"F",37,146,549,143,120,67,12,118,11,20,16,15,"L1F"
93951,61,0,4,"M",35,244,975,479,144,31,11,42,3,20,20,15,"A1F"
93956,80,1,3,"M",45,183,647,405,134,62,9,117,15,12,10,26.0000000000001,"A1E"
93965,62,1,7,"M",41,218,833,464,124,56,13,97,9,14,13,15,"S2E"
93967,84,1,4,"M",45,175,1076,482,160,123,38,379,25,25,25,5.00000000000006,"A1F"
93968,52,1,4,"F",34,86,801,268,160,52,20,77,7,20,10,17.0000000000001,"A3F"
93969,71,0,4,"M",48,162,401,210,120,41,12,83,12,10,9,22.0000000000001,"A3D"
93970,60,0,2,"M",44,187,219,221,120,69,13,106,12,15,13,19.0000000000001,"S2E"
93972,82,0,5,"F",39,213,622,330,120,66,13,166,7,26,26,22.0000000000001,"A1G"
93974,72,1,2,"F",52,157,479,228,120,82,12,385,43,13,10,18,"S4E"
93975,82,0,2,"M",43,193,506,208,120,19,10,20,2,15,15,18,"A1F"
93977,86,0,4,"F",34,243,797,371,126,59,10,108,9,15,15,26.0000000000001,"A1F"
93978,43,0,5,"M",44,195,373,145,119,36,13,71,5,25,10,15,"A2F"
93979,46,1,5,"F",27,115,964,306,144,50,11,56,5,15,15,17.0000000000001,"A1F"
93983,64,1,3,"M",35,198,698,293,128,49,12,65,7,14,6,15,"A3E"
93984,50,1,1,"M",42,295,1047,520,136,78,10,296,23,25,5,16.0000000000001,"S2E"
93985,33,1,2,"M",37,224,409,236,120,70,10,127,11,18,18,25.0000000000001,"A1F"
93988,57,1,5,"M",40,204,682,368,120,57,11,116,12,20,20,24,"A1F"
93992,43,1,3,"F",36,244,577,330,120,50,10,104,16,10,10,26.0000000000001,"A1E"
93998,39,0,4,"F",33,106,748,289,138,40,11,57,6,16,16,22.0000000000001,"A2F"
94000,43,NA,NA,"F",38,212,913,509,139,53,13,108,17,10,10,19.0000000000001,"S2E"
94005,80,1,6,"M",39,221,858,415,139,35,9,71,6,15,15,26.0000000000001,"A1F"
94006,40,0,1,"M",39,234,424,310,112,24,13,36,3,25,6,18,"A2G"
94008,48,1,4,"F",42,218,2714,589,140,26,10,28,3,15,15,18,"A1F"
94013,50,1,6,"M",48,135,498,248,128,69,13,102,19,8,6,16.0000000000001,"S3D"
94020,51,1,7,"M",35,233,1217,567,150,90,26,219,10,30,18,26.0000000000001,"A1F"
94023,48,1,7,"F",47,180,1292,473,120,37,13,58,6,14,10,18,"A4E"
94026,50,0,1,"F",40,129,392,207,120,33,12,50,5,13,13,16.0000000000001,"A3E"
94028,85,0,5,"M",44,162,444,214,120,42,8,40,14,5,5,17.0000000000001,"S4D"
94029,40,1,5,"F",44,149,936,324,120,36,13,98,6,25,18,22.0000000000001,"A3F"
94030,41,1,4,"M",34,288,668,318,127,54,10,63,7,15,15,24,"A1F"
94031,73,1,4,"F",41,215,425,300,120,30,14,52,8,15,7,19.0000000000001,"S4F"
94040,50,NA,NA,"F",36,255,1380,533,140,42,11,38,4,15,15,21,"A1F"
94041,79,1,1,"F",43,170,1778,393,139,38,8,98,10,20,20,18,"A1F"
94042,70,1,1,"M",63,147,492,173,120,13,10,20,1,20,20,17.0000000000001,"F1F"
94048,72,1,2,"F",42,159,945,319,120,15,10,20,1,20,20,21,"F1F"
94049,24,1,6,"F",40,285,997,512,150,66,13,183,15,17,17,21,"A1F"
94053,44,1,5,"M",43,196,684,342,120,39,13,53,5,15,15,22.0000000000001,"A2F"
94059,84,0,2,"F",40,192,1219,445,137,62,14,170,21,15,10,15,"S3E"
94065,76,NA,NA,"M",45,193,2832,410,138,53,9,70,6,20,20,26.0000000000001,"A1F"
94067,69,1,3,"M",50,140,730,324,138,63,13,94,14,15,14,17.0000000000001,"S3F"
94078,44,0,2,"F",40,210,2229,528,140,18,13,30,4,10,8,15,"N2E"
94079,79,NA,NA,"F",44,174,391,173,120,79,14,97,35,5,3,15,"S4D"
94082,58,1,3,"F",36,293,662,327,120,21,9,35,2,20,20,25.0000000000001,"A1F"
94087,90,0,1,"F",42,206,578,269,120,89,18,167,13,37,31,25.0000000000001,"A1G"
94088,82,0,2,"F",38,193,549,258,120,20,12,40,2,20,20,18,"N2F"
94095,70,1,5,"F",70,129,724,286,120,68,11,59,20,5,3,15,"S4D"
94100,36,1,4,"F",41,246,536,379,120,40,9,31,3,15,15,26.0000000000001,"A1F"
94104,66,1,2,"F",38,157,259,160,120,75,13,311,15,50,50,18,"A1G"
94105,66,1,1,"M",48,153,370,213,120,40,14,58,5,17,17,16.0000000000001,"A1F"
94114,83,0,1,"F",55,167,996,419,138,55,29,72,11,9,6,13.0000000000001,"A4D"
94115,52,0,3,"F",44,187,342,245,120,20,10,25,2,20,20,18,"A1F"
94118,56,0,5,"M",47,172,661,259,120,23,18,55,2,30,30,10.0000000000001,"N1G"
94124,53,0,2,"F",36,186,477,340,120,40,12,91,4,50,50,15,"L2F"
94128,54,1,5,"M",43,146,1345,401,136,61,13,190,6,60,25,20.0000000000001,"A1G"
94130,76,1,5,"M",55,100,580,227,120,143,36,729,52,65,15,18,"S3G"
94138,57,NA,NA,"M",41,223,892,396,140,26,6,31,4,15,15,17.0000000000001,"A2F"
94141,87,0,1,"F",62,98,612,366,126,56,7,296,23,25,10,22.0000000000001,"A1E"
94146,81,1,4,"M",62,96,477,280,138,65,13,219,13,22,22,16.0000000000001,"S3F"
94149,92,NA,6,"M",35,281,1613,249,120,51,12,92,20,8,5,4.00000000000011,"S4D"
94157,46,NA,NA,"M",43,176,531,259,120,45,13,63,5,20,20,19.0000000000001,"A1F"
94160,26,1,4,"F",45,169,401,301,120,34,12,34,3,20,20,19.0000000000001,"A1F"
94163,55,1,7,"F",55,160,496,359,133,50,8,201,24,15,15,17.0000000000001,"S3F"
94171,67,1,2,"M",40,192,448,211,120,43,9,36,4,15,0,16.0000000000001,"A1F"
94176,52,1,7,"M",40,267,1844,676,160,54,10,81,6,20,15,22.0000000000001,"A1F"
94178,79,0,1,"M",41,202,486,253,120,74,15,149,12,25,19,16.0000000000001,"A1F"
94181,41,NA,NA,"F",39,173,938,275,134,13,11,15,1,15,15,16.0000000000001,"F1F"
94182,45,0,2,"F",46,219,2896,613,130,67,13,146,7,30,29,18,"A1G"
94189,70,1,7,"F",63,147,2592,687,140,14,11,25,1,25,25,17.0000000000001,"F1G"
94192,41,0,6,"M",51,140,711,369,140,17,11,25,1,25,25,21,"F1G"
94194,77,NA,5,"M",41,188,686,321,120,90,31,109,10,16,10,6,"A1F"
94198,42,1,4,"M",36,119,678,249,128,14,12,25,1,25,25,16.0000000000001,"F1G"
94205,77,1,2,"M",43,163,806,370,122,71,13,199,17,18,16,15,"S2F"
94206,95,1,5,"F",37,203,2399,461,154,65,10,129,16,11,10,24,"A1E"
94210,83,NA,NA,"M",45,176,332,233,120,65,13,137,16,12,12,17.0000000000001,"A3E"
94218,65,1,4,"F",42,210,515,179,111,63,13,129,10,19,19,20.0000000000001,"A1F"
94219,26,1,6,"M",29,266,1758,270,99,14,5,18,2,15,15,17.0000000000001,"A1F"
94220,50,0,3,"M",37,222,583,371,120,65,10,75,8,15,15,25.0000000000001,"A1F"
94221,68,1,6,"M",38,203,1303,454,120,70,13,195,10,30,30,18,"A1G"
94225,63,1,7,"F",42,189,790,488,120,64,14,104,8,20,15,18,"A2F"
94226,82,1,7,"M",52,124,4908,545,154,19,13,34,3,12,12,15,"N2E"
94229,51,1,6,"M",40,211,653,308,120,36,13,65,3,30,30,19.0000000000001,"A1G"
94231,32,1,2,"M",35,164,718,296,120,16,11,25,1,25,25,20.0000000000001,"F1G"
94236,68,0,2,"M",45,195,275,166,120,58,15,151,15,17,15,6,"A1F"
94237,48,NA,NA,"F",43,267,2003,909,160,72,9,144,13,20,17,26.0000000000001,"A1F"
94238,58,1,6,"J",36,294,1403,419,127,71,13,107,12,22,22,19.0000000000001,"A1F"
94243,52,1,4,"F",40,207,461,290,120,67,11,102,9,17,17,26.0000000000001,"A1F"
94247,70,0,2,"F",37,87,2734,322,156,23,12,29,4,10,10,18,"A3E"
94249,86,0,1,"F",67,66,1044,312,153,33,10,65,2,40,40,26.0000000000001,"A1G"
94252,61,1,5,"F",37,254,445,326,120,42,13,67,4,25,22,17.0000000000001,"A1F"
94254,82,1,5,"F",50,141,1139,401,142,68,14,177,12,21,10,16.0000000000001,"A2F"
94256,75,0,2,"F",41,152,633,275,120,13,11,20,1,20,20,16.0000000000001,"F1F"
94259,72,1,5,"M",42,223,2423,527,125,39,13,108,6,20,20,17.0000000000001,"A2F"
94260,47,1,4,"F",36,325,1176,402,132,54,13,127,7,25,25,18,"A1G"
