"ID","DONR","DAMT","AGE","HOME","HINC","GENDER","MEDAGE","MEDPPH","MEDHVAL","MEDINC","MEDEDUC","NUMPROM","NUMPRM12","RAMNTALL","NGIFTALL","MAXRAMNT","LASTGIFT","TDON","RFA_96"
97277,0,0,51,1,2,"F",38,215,625,258,120,22,10,30,2,20,20,19.0000000000001,"A1F"
97282,0,0,49,NA,NA,"M",37,183,741,314,139,57,7,115,9,20,20,25.0000000000001,"A1F"
97283,0,0,57,0,4,"F",37,133,400,195,109,17,12,26,2,16,16,15,"N2F"
97299,0,0,87,0,2,"M",37,227,474,192,120,85,22,237,33,10,9,13.0000000000001,"S2E"
97333,0,0,40,NA,NA,"M",40,313,2722,982,160,78,12,217,18,16,10,15,"A1E"
97334,0,0,70,1,5,"F",36,183,697,165,120,55,15,75,9,12,5,16.0000000000001,"A3E"
97336,0,0,71,1,3,"M",36,207,638,252,119,65,10,114,12,15,15,27,"A1F"
97342,0,0,48,1,7,"F",40,293,2937,508,140,25,16,80,5,20,20,15,"N3F"
97354,0,0,83,1,7,"M",47,194,2039,1031,160,57,13,82,7,20,20,18,"A1F"
97366,0,0,59,1,4,"M",40,242,868,436,137,12,10,15,1,15,15,19.0000000000001,"F1F"
97385,0,0,49,0,3,"F",38,182,825,308,121,14,12,25,1,25,25,16.0000000000001,"F1G"
97395,1,5,46,1,4,"F",49,142,597,254,120,14,11,18,2,15,3,15,"F1F"
97399,0,0,48,1,6,"M",45,220,1583,738,160,16,8,15,1,15,15,24,"N1F"
97402,0,0,40,1,4,"F",32,330,635,220,101,26,14,49,8,10,10,17.0000000000001,"A4E"
97411,0,0,46,1,4,"M",46,153,3355,533,149,26,10,26,2,16,16,19.0000000000001,"A1F"
97427,0,0,82,1,1,"F",38,207,385,151,120,79,12,157,30,11,10,18,"A1E"
97440,0,0,85,0,2,"F",37,192,417,215,120,97,11,258,40,11,10,27,"A1E"
97448,0,0,73,1,6,"F",34,276,827,434,130,57,13,95,5,20,20,17.0000000000001,"A1F"
97456,0,0,68,1,2,"M",49,155,719,224,120,53,25,180,10,25,20,14.0000000000001,"N2F"
97493,0,0,78,0,1,"M",36,138,1969,340,120,45,13,59,5,20,20,20.0000000000001,"A1F"
97495,0,0,77,NA,NA,"M",41,220,905,351,120,49,10,96,6,20,20,26.0000000000001,"A1F"
97497,0,0,48,1,7,"F",40,277,1026,580,141,26,10,30,2,20,20,19.0000000000001,"A1F"
97515,0,0,74,1,7,"F",42,166,2763,465,140,87,21,112,15,11,6,17.0000000000001,"S4E"
97520,0,0,38,1,4,"F",0,0,0,0,0,50,12,60,12,7,4,18,"A4D"
97531,0,0,72,1,7,"F",45,169,654,338,120,76,11,122,18,10,10,26.0000000000001,"A1E"
97539,0,0,60,1,3,"M",41,222,346,206,120,56,13,100,6,20,20,18,"A1F"
97552,1,10,72,1,4,"F",31,120,553,202,120,81,13,171,18,15,5,15,"A1F"
97570,0,0,91,0,1,"M",59,107,261,166,120,61,14,190,12,60,60,17.0000000000001,"S3G"
97579,0,0,76,NA,NA,"F",42,219,1650,531,140,76,15,252,26,25,25,15,"S2G"
97586,0,0,66,1,1,"F",53,146,1375,278,140,60,13,202,9,32,30,18,"A3G"
97587,0,0,65,1,2,"F",38,148,1113,371,140,74,16,115,15,15,15,18,"A2F"
97611,0,0,78,1,4,"M",43,198,1057,281,120,84,12,509,42,17,15,20.0000000000001,"S4F"
97625,0,0,60,NA,NA,"F",42,132,891,390,131,50,11,78,7,15,15,17.0000000000001,"A1F"
97640,0,0,73,0,1,"F",53,131,851,216,120,32,11,44,6,13,5,21,"S3E"
97641,0,0,82,0,1,"F",41,175,561,308,120,80,14,132,22,14,10,20.0000000000001,"S2E"
97652,0,0,43,NA,NA,"M",43,196,330,299,120,40,13,48,5,20,20,18,"A1F"
97693,0,0,63,1,7,"M",40,222,1094,586,144,38,11,90,6,25,25,26.0000000000001,"A1G"
97698,0,0,77,NA,NA,"F",34,211,315,69,120,82,13,412,36,20,20,18,"S3F"
97708,0,0,58,0,3,"F",30,239,639,214,120,51,15,104,8,20,15,17.0000000000001,"S2F"
97721,0,0,62,0,1,"F",44,184,288,165,120,13,8,20,1,20,20,22.0000000000001,"N1F"
97732,0,0,60,1,3,"F",45,167,385,223,120,18,13,24,3,10,10,16.0000000000001,"N3E"
97741,0,0,87,1,5,"F",43,190,491,267,120,48,13,208,8,50,50,17.0000000000001,"A4G"
97790,0,0,59,1,4,"F",67,93,1115,248,120,44,11,90,5,25,25,25.0000000000001,"A1G"
97795,0,0,57,NA,NA,"F",39,153,744,295,120,52,15,110,10,17,17,16.0000000000001,"A3F"
97800,0,0,45,1,4,"F",38,197,524,261,120,62,14,133,14,15,12,15,"S3F"
97802,0,0,60,1,6,"M",73,114,3134,308,120,66,12,209,16,20,20,16.0000000000001,"S2F"
97820,0,0,72,0,2,"F",48,126,766,352,120,26,12,39,5,10,10,19.0000000000001,"A3E"
97824,0,0,75,NA,NA,"M",43,183,517,229,120,13,10,20,1,20,20,17.0000000000001,"F1F"
97844,0,0,90,0,6,"F",46,238,2865,737,160,65,15,210,16,20,15,6,"A3F"
97845,0,0,63,1,1,"M",42,190,283,299,120,62,10,118,12,24,16,26.0000000000001,"A1F"
97849,0,0,73,0,1,"F",36,121,648,239,128,64,20,59,8,15,15,17.0000000000001,"A2F"
97858,0,0,73,NA,NA,"M",36,264,630,493,140,41,8,77,6,15,12,16.0000000000001,"A2F"
97861,0,0,45,0,4,"F",37,201,469,182,119,23,14,54,5,25,6,15,"N4G"
97888,0,0,50,1,4,"F",39,195,363,245,118,36,12,69,8,14,10,19.0000000000001,"A4E"
97891,0,0,72,1,2,"F",44,165,301,188,120,60,12,85,8,15,15,15,"A1F"
97895,0,0,37,1,4,"M",38,170,540,258,120,70,13,865,20,63,50,18,"A1G"
97896,0,0,61,1,4,"F",38,196,668,311,120,20,12,25,2,15,15,18,"N2F"
97904,0,0,56,0,2,"M",41,175,641,241,120,100,27,415,26,30,30,18,"S2E"
97922,0,0,37,0,3,"U",41,215,574,321,120,41,11,58,4,17,17,18,"A1F"
97928,0,0,40,1,6,"F",42,179,932,258,120,48,9,75,4,25,25,26.0000000000001,"A1G"
97954,0,0,72,1,4,"F",37,207,1156,485,136,81,14,300,38,12,10,15,"S4E"
97962,0,0,46,1,5,"F",37,199,668,367,127,66,14,179,11,25,25,17.0000000000001,"A4G"
97977,0,0,50,1,5,"M",42,201,507,264,120,59,13,108,11,15,15,19.0000000000001,"A2F"
97986,0,0,52,1,6,"F",53,88,1813,172,128,13,11,15,1,15,15,16.0000000000001,"F1F"
97999,0,0,87,0,2,"F",40,251,193,104,89,65,15,189,31,10,7,17.0000000000001,"S4D"
98027,0,0,75,NA,NA,"M",44,184,2544,719,140,65,11,163,11,25,10,17.0000000000001,"A1E"
98031,1,15,54,1,3,"M",40,188,832,364,134,27,14,102,8,26,10,15,"A4G"
98058,0,0,60,1,5,"F",36,150,1306,484,157,36,11,50,4,20,20,24,"A1F"
98095,0,0,72,NA,NA,NA,42,173,607,319,140,61,11,102,7,20,20,26.0000000000001,"A1F"
98144,0,0,86,NA,NA,NA,43,199,623,428,120,66,14,109,22,7,5,16.0000000000001,"S4D"
98147,0,0,74,1,2,"F",37,181,587,254,120,34,14,56,6,10,10,16.0000000000001,"A3E"
98155,0,0,70,0,4,"M",37,150,619,191,120,36,13,50,4,27,27,19.0000000000001,"A1G"
98175,1,10,40,1,6,"F",37,274,2377,633,140,37,12,45,5,15,5,15,"A2F"
98183,0,0,69,1,2,"F",43,166,824,270,138,50,15,71,9,13,10,15,"A4E"
98187,0,0,60,1,5,"F",39,131,832,342,160,34,11,62,5,18,18,24,"A2F"
98195,0,0,48,0,1,"F",38,169,523,244,125,63,11,145,20,15,15,18,"A1F"
98217,0,0,50,1,5,"M",38,203,2818,583,140,78,12,313,16,42,42,26.0000000000001,"S2G"
98220,0,0,35,1,3,"F",44,182,641,326,138,21,11,35,4,10,10,15,"A2E"
98230,0,0,42,1,5,"M",46,141,307,192,120,22,10,25,2,20,20,27,"A1F"
98239,0,0,83,NA,NA,"F",55,79,475,225,131,65,11,83,14,8,7,22.0000000000001,"S3D"
98251,0,0,91,NA,NA,"F",48,172,372,277,120,65,11,84,19,10,10,26.0000000000001,"A1E"
98262,0,0,63,0,6,"F",41,218,796,425,120,124,31,556,27,100,100,18,"A1G"
98273,0,0,63,1,4,"M",39,225,357,304,120,38,14,91,6,21,21,17.0000000000001,"A3F"
98276,0,0,72,1,7,"F",32,259,710,448,140,15,10,25,1,25,25,22.0000000000001,"N1G"
98279,0,0,72,1,7,"M",53,157,1435,485,154,45,14,63,5,20,20,23.0000000000001,"A1F"
98285,0,0,56,1,7,"M",38,269,2765,695,140,83,9,477,46,15,10,25.0000000000001,"S2E"
98292,0,0,44,1,2,"M",40,215,621,283,120,77,14,352,21,30,15,15,"S4F"
98298,0,0,39,1,4,"F",43,195,447,248,120,68,10,105,10,25,13,21,"A1E"
98323,0,0,78,1,1,"F",38,270,471,388,120,68,13,69,20,10,6,18,"S3E"
98328,0,0,79,1,7,"M",46,216,2832,631,146,65,13,155,15,15,10,15,"A1E"
98333,0,0,85,0,7,"F",46,193,1180,555,145,82,14,127,11,16,15,17.0000000000001,"A2F"
98346,0,0,33,1,7,"M",45,166,623,328,127,47,12,108,10,13,13,20.0000000000001,"A2E"
98352,0,0,71,0,5,"F",37,227,720,409,120,21,12,16,3,10,10,18,"N3E"
98353,0,0,76,NA,5,"M",40,158,498,273,130,49,13,83,7,18,18,17.0000000000001,"A2F"
98379,0,0,72,NA,NA,"M",44,199,465,305,120,78,20,276,16,77,15,5.00000000000006,"S2F"
98390,0,0,52,1,6,"F",42,215,1869,480,140,75,26,114,8,17,17,5.00000000000006,"A2F"
98396,0,0,44,1,2,"F",49,129,488,247,120,16,7,20,1,20,20,25.0000000000001,"N1F"
98403,0,0,28,1,4,"M",36,221,662,338,121,13,11,28,1,28,28,16.0000000000001,"F1G"
98445,0,0,37,1,4,"M",40,174,819,406,136,43,13,96,7,20,20,18,"S3F"
98454,0,0,52,1,7,"M",42,197,3097,628,140,59,13,137,8,25,25,18,"A1G"
98482,0,0,81,1,6,"F",52,167,5650,850,160,29,10,40,2,20,20,18,"A1F"
98489,0,0,50,NA,NA,NA,33,236,625,452,140,60,13,183,7,35,35,17.0000000000001,"A2G"
98550,0,0,50,1,2,"M",53,163,789,200,120,22,10,30,2,20,20,18,"A1F"
98554,0,0,81,1,2,"F",55,171,643,277,120,114,37,364,23,30,30,9,"S2G"
98558,0,0,52,0,4,"F",41,204,397,197,120,25,13,36,3,16,16,17.0000000000001,"A2F"
98565,0,0,66,0,7,"F",48,200,1955,606,152,35,13,52,4,20,17,16.0000000000001,"A1F"
98577,0,0,86,1,4,"F",41,155,322,79,107,65,12,116,13,21,21,22.0000000000001,"A1F"
98582,0,0,45,NA,NA,"M",44,162,278,167,120,52,14,136,14,11,10,18,"A4E"
98584,0,0,70,1,3,"F",34,303,1724,291,116,34,10,31,3,15,15,23.0000000000001,"A1F"
98608,0,0,40,1,7,"F",48,192,2914,736,160,55,13,117,11,15,15,19.0000000000001,"A3F"
98622,0,0,75,1,1,"F",47,133,1074,286,120,25,10,30,2,20,20,18,"A1F"
98633,0,0,84,0,2,"F",66,133,561,245,120,46,13,90,9,16,15,20.0000000000001,"A1F"
98659,0,0,69,NA,NA,"M",48,167,430,266,120,74,15,277,18,25,22,19.0000000000001,"A1F"
98669,0,0,78,0,2,"F",43,188,583,370,121,65,16,127,17,25,25,18,"S3G"
98670,0,0,54,1,6,"F",35,231,2362,465,139,29,13,65,3,25,25,15,"A1G"
98696,0,0,78,NA,NA,"F",41,232,396,269,120,96,24,207.5,45,11,11,21,"S2E"
98719,0,0,41,1,3,"M",38,240,571,242,120,71,11,91,16,10,10,18,"A1E"
98743,0,0,83,NA,NA,"F",38,104,3815,409,160,46,13,228,15,20,18,18,"A1F"
98756,0,0,68,1,1,"F",39,302,419,246,120,23,12,37,5,10,9,17.0000000000001,"A4E"
98779,0,0,70,0,1,"F",40,165,359,103,120,65,12,105,10,20,10,15,"A2F"
98782,0,0,75,NA,NA,"M",42,187,658,306,120,77,13,179,19,17,17,18,"S2F"
98799,0,0,54,1,3,"F",68,128,836,278,120,34,11,88,6,20,18,25.0000000000001,"A1F"
98858,0,0,60,1,3,"F",43,160,376,172,120,53,13,100,6,25,25,22.0000000000001,"A1G"
98869,0,0,85,NA,NA,NA,34,169,691,336,120,48,12,65,3,30,30,24,"A1G"
98891,0,0,82,0,1,"M",52,151,196,184,120,67,12,127,10,21,21,22.0000000000001,"A1F"
98932,0,0,67,1,7,"M",42,303,2247,978,160,17,13,31,2,25,6,15,"F1G"
98943,0,0,37,1,7,"M",43,183,918,415,133,15,7,15,1,15,15,24,"N1F"
98952,0,0,72,0,2,"F",48,118,1760,290,131,90,14,1139,36,70,60,18,"S3G"
98953,0,0,66,NA,NA,"F",40,174,517,298,120,66,11,102,16,10,10,18,"A1E"
98965,0,0,39,1,7,"F",40,196,1083,408,127,44,12,106,8,15,15,23.0000000000001,"A2F"
98986,0,0,65,1,6,"M",44,255,3571,717,137,53,14,100,5,30,30,18,"A1G"
98990,0,0,67,1,3,"M",40,130,700,227,120,70,10,216,25,15,10,22.0000000000001,"S2E"
99010,0,0,37,1,5,"M",41,251,963,467,120,19,14,25,2,15,15,16.0000000000001,"N2F"
99031,1,10,72,NA,NA,"M",44,163,941,419,160,72,11,168,13,50,14,21,"A1E"
99036,0,0,51,1,1,"M",37,180,1042,268,121,52,22,127,10,20,10,10.0000000000001,"A3F"
99038,0,0,79,1,2,"F",37,317,603,323,129,59,15,82,8,25,25,18,"A1G"
99054,0,0,48,1,5,"F",36,146,723,305,140,12,10,20,1,20,20,18,"F1F"
99057,0,0,46,1,5,"F",43,145,1384,243,128,56,13,249,9,50,29,18,"A3G"
99062,0,0,61,1,1,"M",44,174,428,267,120,37,13,186,8,35,35,21,"A4G"
99065,0,0,61,1,2,"F",65,94,450,169,112,67,14,90,13,15,15,16.0000000000001,"A1F"
99083,0,0,47,1,6,"F",40,145,5000,528,160,46,12,65,4,23,23,23.0000000000001,"A1F"
99089,0,0,88,1,4,"M",43,172,765,339,125,51,12,68,6,25,25,26.0000000000001,"A1G"
99124,0,0,46,0,2,"M",38,180,1430,277,124,68,12,144,15,12,10,26.0000000000001,"A1E"
99148,0,0,80,1,1,"M",39,190,582,306,120,59,12,70,19,10,6,21,"S3D"
99159,0,0,84,NA,NA,"M",36,124,2511,492,160,50,8,141,15,15,12,26.0000000000001,"A1E"
99165,0,0,64,1,3,"F",38,115,1097,312,131,80,12,265,27,17,15,26.0000000000001,"A1F"
99177,0,0,36,1,4,"F",47,153,365,221,120,28,12,45,3,20,20,19.0000000000001,"A1F"
99238,0,0,35,1,5,"F",43,274,3319,840,160,16,11,25,1,25,25,21,"F1G"
99248,0,0,72,1,3,"F",43,198,725,393,120,53,13,55,7,15,15,18,"A2F"
99249,0,0,78,NA,NA,"F",38,128,1471,313,160,62,11,144,16,15,10,19.0000000000001,"S2F"
99263,0,0,77,NA,NA,"M",36,168,472,173,120,65,11,104,17,10,10,18,"A1E"
99268,0,0,71,NA,NA,NA,44,247,1646,836,145,73,12,119,14,12,12,18,"A1E"
99269,0,0,43,0,1,"M",39,210,559,249,120,47,14,71,6,17,17,17.0000000000001,"A3F"
99282,0,0,66,1,2,"M",35,182,593,251,120,124,29,421,20,35,35,17.0000000000001,"A1G"
99289,0,0,92,1,2,"F",31,305,981,228,102,73,11,267,21,16,16,26.0000000000001,"A1F"
99299,0,0,61,1,5,"F",43,109,667,293,130,29,12,42,5,10,10,16.0000000000001,"A3E"
99300,0,0,57,1,2,"F",38,189,413,258,120,41,12,52,5,17,17,18,"A1F"
99301,0,0,48,NA,NA,"F",62,131,802,287,120,43,13,124,9,40,40,22.0000000000001,"A1G"
99305,0,0,45,1,2,"M",36,207,463,250,120,23,9,26,2,16,16,24,"A1F"
99312,0,0,54,1,1,"M",41,183,684,334,127,15,10,20,1,20,20,21,"F1F"
99320,0,0,32,1,5,"F",21,152,511,103,160,36,13,86,7,15,10,18,"A3E"
99321,0,0,44,1,5,"M",40,192,442,193,120,42,13,57,4,25,25,18,"A1G"
99342,0,0,34,0,2,"M",26,312,594,219,132,40,12,56,5,16,10,17.0000000000001,"A3E"
99343,0,0,83,1,3,"M",37,141,1489,273,140,58,15,142,19,13,5,15,"S3D"
99365,1,10,81,1,5,"F",35,285,1752,369,120,24,12,58,5,15,10,17.0000000000001,"A4F"
99368,1,15,46,NA,NA,"F",35,171,1911,318,121,25,13,40,4,15,11,18,"A3F"
99380,0,0,72,NA,NA,NA,33,199,1678,324,120,58,13,215,13,50,50,20.0000000000001,"A1G"
99382,0,0,57,1,6,"M",55,189,573,340,147,45,9,45,4,15,15,25.0000000000001,"A1F"
99404,0,0,51,1,2,"F",54,167,599,246,120,25,9,27,3,15,15,26.0000000000001,"A1F"
99422,0,0,41,1,7,"F",39,190,515,332,120,30,11,125,4,50,25,26.0000000000001,"A1G"
99426,0,0,87,0,2,"F",52,146,666,250,122,27,12,35,4,10,10,17.0000000000001,"A3E"
99432,0,0,40,1,5,"F",43,195,590,347,120,54,12,57,12,6,6,17.0000000000001,"A4D"
99452,0,0,87,NA,NA,"F",35,128,1949,248,144,40,13,83,5,35,25,21,"A2G"
99459,0,0,53,1,4,"F",40,177,1269,282,139,56,12,71,8,15,15,16.0000000000001,"A1F"
99484,0,0,83,1,2,"F",39,123,477,243,127,67,12,125,17,12,12,21,"A1E"
99513,0,0,78,0,2,"F",43,178,694,326,131,67,30,77,7,16,16,19.0000000000001,"A1F"
99523,0,0,51,1,4,"F",41,218,878,511,120,23,11,30,2,20,20,16.0000000000001,"A1F"
99526,0,0,28,1,4,"M",35,230,635,288,120,32,12,47,3,22,22,18,"A1F"
99527,0,0,68,NA,NA,"F",41,204,2540,518,149,56,13,117,7,38,26,18,"A1G"
99533,0,0,85,NA,NA,"M",44,177,935,354,126,55,13,194,13,18,18,17.0000000000001,"S4F"
99534,0,0,50,0,3,"M",38,149,813,241,120,36,12,53,4,16,15,25.0000000000001,"A1F"
99543,0,0,54,1,7,"F",47,194,2944,399,134,48,11,70,5,20,20,18,"A1F"
99552,0,0,71,NA,NA,"M",39,177,719,261,140,62,12,159,20,10,5,17.0000000000001,"S3D"
99565,0,0,85,1,3,"M",37,250,1447,354,136,17,8,15,1,15,15,24,"N1F"
99572,0,0,56,1,6,"M",46,205,1244,476,138,46,13,45,5,20,20,19.0000000000001,"A1F"
99591,0,0,32,1,4,"M",38,238,658,304,120,30,11,32,3,20,20,24,"A1F"
99600,0,0,46,1,7,"F",37,264,605,216,111,52,15,75,7,20,20,16.0000000000001,"A1F"
99601,0,0,34,0,2,"F",42,164,1461,349,137,29,13,95,3,40,40,24,"A2G"
99611,0,0,69,1,5,"F",44,171,667,344,120,62,22,157,19,15,10,10.0000000000001,"A4E"
99621,0,0,72,1,4,"M",43,128,885,255,144,74,14,126,19,10,10,17.0000000000001,"S2E"
99625,0,0,68,1,7,"M",43,192,2070,515,139,23,13,30,2,25,25,20.0000000000001,"N2G"
99641,0,0,64,1,4,"F",40,164,369,156,120,69,23,104.08,15,18,0,4.00000000000011,"A3F"
99660,0,0,37,0,2,"M",28,99,1149,307,148,20,9,45,2,25,25,23.0000000000001,"A1G"
99669,0,0,50,0,3,"F",46,194,2917,578,151,17,11,25,1,25,25,21,"F1G"
99675,0,0,55,1,5,"M",37,210,1002,423,120,21,9,36,2,21,21,22.0000000000001,"A1F"
99703,0,0,71,1,2,"M",56,104,1193,269,120,50,13,49,12,5,4,15,"A4D"
99720,1,20,74,NA,NA,"M",43,216,845,415,130,60,13,100,8,17,10,18,"A2F"
99722,0,0,82,1,5,"M",59,134,493,163,120,58,12,83,12,15,15,19.0000000000001,"A1F"
99724,0,0,52,1,4,"F",0,0,0,0,0,14,12,20,1,20,20,16.0000000000001,"F1F"
99731,0,0,61,1,5,"F",35,176,936,348,135,47,8,174,20,11,7,18,"S4D"
99749,1,17,68,1,3,"M",44,183,657,385,126,74,10,147,20,17,17,17.0000000000001,"A1F"
99751,0,0,78,1,7,"F",41,223,2128,518,135,62,13,129,15,17,11,19.0000000000001,"S3E"
99755,0,0,86,1,1,"F",39,215,849,377,123,62,6,84,27,10,10,21,"A1E"
99770,1,47,35,1,4,"M",34,172,663,281,140,23,13,65,2,40,40,19.0000000000001,"N2G"
99772,0,0,43,1,5,"M",36,238,890,437,120,41,13,61,4,25,25,21,"A1G"
99774,0,0,68,1,3,"F",0,0,0,0,170,21,6,54,7,10,9,17.0000000000001,"A4E"
99783,0,0,40,1,5,"M",44,160,324,222,120,31,12,38,7,7,7,17.0000000000001,"S4D"
99863,0,0,66,0,1,"M",54,150,324,181,120,108,24,486,20,35,35,4.00000000000011,"S2G"
99866,0,0,37,0,5,"F",43,159,2182,427,120,58,13,210,13,30,23,23.0000000000001,"A1F"
99897,0,0,92,1,5,"M",43,172,453,247,120,21,12,25,3,10,10,17.0000000000001,"N3E"
99905,0,0,50,0,2,"F",35,221,613,248,120,64,14,107,9,20,20,18,"A1F"
99943,0,0,44,NA,NA,"F",41,186,535,212,120,45,14,67,6,20,20,18,"A2F"
99946,0,0,40,1,4,"M",42,175,355,236,120,50,13,168,18,11,11,21,"S3E"
99947,0,0,71,1,5,"M",38,241,1053,464,140,64,10,85,7,20,20,26.0000000000001,"A1F"
99973,0,0,71,1,5,"M",43,216,659,326,120,70,15,84,10,15,15,17.0000000000001,"A1F"
99975,0,0,76,1,1,"F",47,199,453,192,109,102,24,129,33,6,3,15,"S3D"
99978,0,0,40,1,5,"F",38,304,975,489,120,24,12,42,4,15,15,18,"A3F"
100007,0,0,44,1,1,"F",39,226,429,218,120,18,12,25,2,15,15,15,"F1E"
100013,0,0,75,1,4,"M",42,193,2455,406,140,32,13,37,3,25,25,21,"A2G"
100035,0,0,75,1,3,"M",41,168,498,276,123,63,13,223,10,33,33,17.0000000000001,"A1G"
100044,0,0,79,0,1,"F",38,278,360,157,105,76,13,213,20,20,20,20.0000000000001,"S2F"
100076,0,0,71,1,7,"M",44,202,1163,597,152,51,15,49,7,12,12,17.0000000000001,"A3E"
100083,0,0,78,1,1,"F",34,250,620,276,120,47,12,57,5,16,16,17.0000000000001,"A1F"
100095,0,0,62,1,5,"M",40,267,1912,632,140,24,12,44,6,10,8,18,"A4E"
100098,0,0,80,1,6,"M",43,151,988,420,141,91,28,169,15,17,15,16.0000000000001,"A2E"
100111,0,0,56,1,6,"F",35,246,862,469,136,32,13,47,3,25,25,18,"A1G"
100121,0,0,41,0,4,"F",43,156,357,191,120,62,14,126,24,10,5,16.0000000000001,"S4E"
100132,0,0,74,1,3,"F",45,154,1625,391,135,12,10,20,1,20,20,15,"F1F"
100134,0,0,41,0,3,"M",41,158,916,384,122,80,15,215,18,20,10,16.0000000000001,"S2E"
100142,0,0,48,1,5,"M",38,208,897,398,143,36,12,199,15,17,14,22.0000000000001,"A1E"
100157,0,0,66,1,5,"M",36,240,688,369,140,60,14,196,17,18,18,16.0000000000001,"S4F"
100167,0,0,75,1,4,"M",35,279,1680,330,113,51,10,52,4,15,15,26.0000000000001,"A1F"
100172,0,0,78,1,7,"F",33,90,786,221,140,12,10,25,1,25,25,19.0000000000001,"F1G"
100175,1,10,86,1,2,"F",39,251,656,377,123,94,30,182,16,20,15,16.0000000000001,"A1F"
100190,0,0,30,1,5,"F",36,206,780,386,136,51,12,51,7,13,9,19.0000000000001,"A3E"
100207,0,0,44,1,2,"F",37,137,927,220,140,36,13,67,5,25,25,18,"A2G"
100214,1,57,75,1,5,"F",43,173,697,289,120,61,23,642,13,65,50,20.0000000000001,"A2G"
100218,0,0,62,1,2,"F",44,188,537,248,120,34,13,56,4,21,21,18,"A2F"
100223,0,0,62,1,3,"M",39,139,552,218,120,52,13,105,12,15,12,15,"S3E"
100228,0,0,39,1,4,"F",40,213,1548,500,140,65,22,149,19,14,10,20.0000000000001,"S4E"
100252,0,0,73,1,7,"M",42,90,950,199,120,57,13,106,9,17,17,20.0000000000001,"A2F"
100283,0,0,84,1,1,"J",41,185,432,220,120,63,20,175,10,30,20,14.0000000000001,"A3G"
100308,0,0,37,0,6,"F",41,156,432,232,120,72,32,164,11,25,25,6,"A2F"
100341,0,0,42,1,5,"M",35,159,1845,419,141,42,13,225,8,50,25,16.0000000000001,"A1G"
100360,0,0,45,NA,NA,"M",43,209,449,229,120,65,12,85,10,20,20,23.0000000000001,"A1F"
100365,0,0,54,NA,NA,"M",53,152,255,183,120,20,9,20,2,15,15,24,"A1F"
100379,0,0,98,1,1,"M",26,132,407,192,140,77,13,166,28,10,10,18,"A1E"
100426,0,0,68,1,3,"M",42,176,900,292,120,38,12,103,11,15,9,24,"A3E"
100436,0,0,75,1,2,"M",60,145,584,207,120,30,12,45,4,15,15,19.0000000000001,"A2F"
100440,0,0,67,1,2,"F",36,244,577,330,120,23,11,29,4,10,9,18,"A3E"
100452,0,0,36,1,5,"F",37,198,786,378,120,54,13,91,14,10,10,18,"S3E"
100454,0,0,65,1,3,"F",42,202,2473,442,140,27,12,32,4,10,10,18,"A3E"
100488,0,0,43,1,5,"F",41,161,667,350,120,37,14,79,12,15,8,17.0000000000001,"S4F"
100495,0,0,77,NA,NA,"M",49,170,256,235,120,37,8,65,4,25,15,18,"A2F"
100496,0,0,60,1,4,"F",37,209,486,259,120,54,12,64,5,18,18,18,"A1F"
100501,0,0,94,1,3,"M",36,133,3607,530,158,75,21,234,15,25,25,6,"A1F"
100513,0,0,70,1,3,"M",48,197,2361,693,160,64,14,89,10,14,14,16.0000000000001,"A2E"
100527,0,0,42,1,2,"M",46,145,438,124,120,21,9,26,2,16,16,24,"A1F"
100535,0,0,87,1,2,"M",44,178,701,307,128,35,8,78,11,12,10,18,"S2E"
100542,0,0,41,1,6,"F",40,251,1538,569,160,56,13,89,9,15,15,21,"A2F"
100546,1,6,72,1,4,"M",42,196,550,182,120,70,12,96,19,10,5,17.0000000000001,"A3D"
100602,0,0,56,0,1,"M",50,167,318,237,120,25,13,55,2,30,30,19.0000000000001,"A1G"
100613,0,0,27,1,3,"F",36,274,1569,470,130,61,14,123,12,20,15,15,"A3F"
100621,0,0,68,1,5,"M",41,196,890,422,120,72,13,266,13,30,25,18,"A1G"
100639,0,0,70,0,1,"M",47,185,269,126,115,69,13,120,8,25,25,19.0000000000001,"A1G"
100644,0,0,46,1,6,"M",38,243,843,478,120,13,10,18,1,18,18,17.0000000000001,"F1F"
100651,0,0,29,NA,NA,"F",43,177,471,204,120,55,16,112,9,20,6,18,"A3F"
100680,0,0,72,1,3,"M",42,177,956,306,120,29,12,31,3,15,15,18,"A1F"
100683,0,0,64,1,2,"F",45,146,347,219,120,45,13,37,6,15,15,18,"A2F"
100699,1,20,43,1,5,"M",38,302,1326,604,160,47,9,212,11,25,20,17.0000000000001,"A4F"
100706,0,0,38,0,2,"M",45,191,384,208,120,12,10,15,1,15,15,18,"F1F"
100709,0,0,65,NA,NA,NA,40,201,1180,513,140,67,13,129,13,18,10,21,"S4E"
100716,0,0,87,1,1,"F",56,132,1656,298,127,73,14,158,8,29,29,18,"A1G"
100729,0,0,69,0,5,"M",45,157,471,179,120,18,13,30,2,20,20,18,"N2F"
100749,0,0,68,1,6,"F",37,244,570,359,120,21,9,22,2,17,17,26.0000000000001,"A1F"
100771,0,0,72,1,5,"F",41,167,790,313,120,15,13,25,1,25,25,16.0000000000001,"F1G"
100808,0,0,56,1,5,"F",40,204,503,348,120,55,12,72,13,8,8,19.0000000000001,"S3D"
100816,0,0,70,1,4,"M",39,189,649,266,120,65,13,136,8,25,25,22.0000000000001,"A1G"
